Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
4 Bed Townhouse with Staff Quarters at Muthaiga Karura Road,"87, Muthaiga Karura Road, Muthaiga",0,0,"Tucked away, is this stunning property located...",380000.0
3 Bed Townhouse with En Suite at Five Star Meadows,"Five Star Meadows, Kiambu Road",0,0,"3br Furnished Townhouse, Kiambu Road",230000.0
3 Bed House with Garden at Garden Estate,"Garden Estate, Ridgeways",0,0,"3br Furnished House, Ridgeways",250000.0
4 Bed Townhouse with En Suite at Kiambu Road,"52, Kiambu Road",0,0,Five Star Paradise Runda is tucked away in spec...,230000.0
4 Bed Townhouse with En Suite at Runda Paradise,"Runda Paradise, Runda, Westlands",0,0,"4br Furnished Townhouse, Runda",270000.0
4 Bed House with En Suite at Kiambu Road,"31, Kiambu Road",0,0,Five Star Paradise Runda is tucked away in spec...,330000.0
4 Bed Townhouse with En Suite at Five-Star Paradise,"67, Five-Star Paradise, Kiambu Road",0,0,Five Star Paradise Runda,230000.0
5 Bed House with En Suite in Karen,Karen,0,0,4 bedroom villa available to let in Karen.,300000.0
2 Bed House with Swimming Pool in Runda,"Runda, Westlands",0,0,2bedrooms furnished,190000.0
5 Bed House with En Suite at Off Un Avenue,"1, Off Un Avenue, Gigiri, Westlands",0,0,Charming 5 Bedroom split level house for rent i...,450000.0
1 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Unfurnished 1 bedroom house for rent in runda,80000.0
4 Bed Townhouse with Staff Quarters at Off James Gichuru,"67, Off James Gichuru, Lavington",0,0,5 Bedroom Townhouse for rent in Lavington,220000.0
5 Bed House with En Suite in Loresho,"Loresho Nairobi, Loresho, Westlands",0,0,A 5bdrm ambassadorial house to let in loresho.,5500.0
6 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Spacious 6 bedroom for rent in Runda,500000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Ultra Modern 5 Bedroom Townhouse In Lavington T...,485000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,4 bedroom townhouse to rent in kitisuru,330000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house to let in Runda,400000.0
5 Bed Townhouse with En Suite at Royal Villas,"22, Royal Villas, Lavington",0,0,5 bedroom townhouse for rent in Lavington,180000.0
4 Bed Townhouse with Swimming Pool at Kileleshwa Crescent,"56, Kileleshwa Crescent, Kileleshwa",0,0,4 Bedroom Townhouse in Kileleshwa,180000.0
4 Bed House with En Suite in Karen,Karen,0,0,New Houses - Gated Community,550000.0
2 Bed House with En Suite at Old Muthaiga,"Old Muthaiga, Muthaiga",0,0,Beautiful furnished 2 bedroom cottage for rent...,400000.0
5 Bed House with En Suite at Redhil Road,"57, Redhil Road, Nyari, Westlands",0,0,Ambassadorial 5 bedroom home with a swimming po...,500000.0
3 Bed House with En Suite in Karen,Karen,0,0,3 Bedrooms Fully  Furnished House In Karen,380000.0
6 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 6bdrm ambassadorial house to let in runda.,4500.0
2 Bed House in Thika,Thika,0,0,Spacious 2-Bedroom Apartment for Rent in Thika...,20000.0
3 Bed Villa with En Suite at Five Star Estate,"Runda Paradise, Five Star Estate, Runda, Westlands",0,0,3 bedroom all ensuite plus staff quarters Villa...,280000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 Bedroom ALL ensuite Townhouse + DSQ. in Lavin...,350000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 Bedroom Townhouse for rent in five star parad...,350000.0
4 Bed Townhouse with Garden at Muthaiga North,"Muthaiga North, Kiambu Road",0,0,4 Bedroom townhouse for rent in Muthaiga North,230000.0
4 Bed Townhouse with Staff Quarters at Kamakis,"Kamakis, Ruiru",0,0,"4 Bedroom townhouse for rent in Ruiru, Kamakis.",145000.0
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,0,0,"4br Townhouse, Kiambu Road",250000.0
3 Bed House with Staff Quarters in Garden Estate,"Garden Estate, Roysambu",0,0,Garden estate ; 3 Bedroom  cottage  plus office...,150000.0
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,0,0,"4br Townhouse, Kiambu Road",325000.0
4 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",0,0,Lovely 4 Bedroom Townhouse For Rent in Nyari,360000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house gated community for rent in run...,450000.0
4 Bed House with En Suite at Muthaiga Road,"55, Muthaiga Road, Muthaiga",0,0,ideal home where warmth meets practicality!,490200.0
4 Bed House with En Suite at Muthaiga Road,"77, Muthaiga Road, Muthaiga",0,0,"Fully Renovated Home in Old Muthaiga, Nairobi",490200.0
4 Bed House with En Suite at Spring Valley Road,"44, Spring Valley Road, Spring Valley, Westlands",0,0,Also available furnished  stunning Four-Bedroom...,450000.0
4 Bed House with En Suite at Rosslyn Heights,"40, Rosslyn Heights, Rosslyn, Westlands",0,0,Rosslyn Heights,360000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,4 bedroom townhouse to rent in runda,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house to rent in runda,650000.0
3 Bed Townhouse with En Suite in Ridgeways,Ridgeways,0,0,3 bedroom townhouse plus dsq for rent,200000.0
4 Bed House with Staff Quarters in Kiambu Road,Kiambu Road,0,0,4 Bedroom House available for rent,170000.0
4 Bed House with En Suite at New Kitisuru,"New Kitisuru, Kitisuru, Westlands",0,0,4 Bedroom Furnished House for Rent in New Kitis...,450000.0
4 Bed Townhouse with Staff Quarters at Ridgeways Estate,"Ridgeways Estate, Kiambu Road",0,0,4 Bedroom House available for Rent in Ridgeways,250000.0
1 Bed House with Garden in Runda,"Runda, Westlands",0,0,Fully furnished 1 bedroom  for rent in runda,80000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,0,0,LAVINGTON 4 BEDROOM TPWNHOUSE TO LET,300000.0
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,4 Bedrooms All ensuit Plus Dsq Private Garden,360000.0
4 Bed Villa with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,Exquisite Villas for Rent,582750.0
4 Bed House at Kibiko,"Kibiko, Ngong",0,0,"4 Bedroom Maisonette to Let- Pamora Villas, Kib...",70000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house to rent in runda,500000.0
4 Bed Villa with En Suite at Migaa,"Migaa, Kiambu Town",0,0,COUNTRY HOMES TO LET,200000.0
5 Bed Townhouse with En Suite at Convent Drive,"42, Convent Drive, Lavington",0,0,5 Bedroom Duplex Apartment with DSQ to Rent in...,340000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,4 Bedroom Standalone Townhouse for Rent in Rund...,450000.0
6 Bed Villa with En Suite at Kitisuru Rd,"Kitisuru Rd, Kitisuru, Westlands",0,0,6 Bedroom Ambassadorial Villa for rent with a 2...,1200000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 Bedrooms TownHouse with Private garden,350000.0
5 Bed House in Runda,"Runda, Westlands",0,0,A Nice 5 Bedrooms House For Rent In Runda,250000.0
4 Bed Townhouse in Runda,"Runda, Westlands",0,0,"4 Bedrooms TownHouse For Rent In Runda ,Along K...",320000.0
5 Bed House in Runda,"Runda, Westlands",0,0,5 Bedrooms House For Rent In Runda,580000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,Luxurious 5-Bedroom All Ensuite + DSQ Villa for...,350000.0
3 Bed House with En Suite in Runda,"Runda, Westlands",0,0,3 bedroom house for rent in runda,200000.0
5 Bed Townhouse with En Suite at Ololua Close,"Ololua Close, Karen",0,0,5 Bedroom Townhouse for Rent at Karen Nairobi,400000.0
3 Bed House with En Suite at Matasia,"Matasia, Ngong",0,0,"Three bedrooms Bungalow for rent in Ngong, Mata...",45000.0
5 Bed Townhouse with En Suite at Mzima Springs,"67, Mzima Springs, Lavington",0,0,The tranquil confines of an exclusive gated com...,580000.0
5 Bed Townhouse with En Suite at Convent Drive,"89L, Convent Drive, Lavington",0,0,Discover the allure of classic charm in this di...,650000.0
5 Bed Townhouse with En Suite at Off Convent Drive,"56, Off Convent Drive, Lavington",0,0,5 Furnished townhouse,400000.0
5 Bed Townhouse with En Suite at Off Convent Drive,"66, Off Convent Drive, Lavington",0,0,5 Bedroom Townhouse to Rent in Lavington,320000.0
4 Bed Townhouse with En Suite at Off Convent Drive,"78, Off Convent Drive, Lavington",0,0,The expansive beautiful modern pent house is lo...,280000.0
6 Bed Townhouse with En Suite at Gitanga Road,"51, Gitanga Road, Lavington",0,0,Townhouse to Rent in Lavington,320000.0
6 Bed Townhouse with En Suite at Convent Drive,"71, Convent Drive, Lavington",0,0,Townhouse to Rent in Lavington,280000.0
4 Bed House with En Suite at Rosslyn Falls Opposite Nyari Estate,"Opposite Nyari Estate Rosslyn Falls, Rosslyn Falls Opposite Nyari Estate, Nyari, Westlands",0,0,Rosslyn falls estate newly built 4brd all ensui...,500000.0
2 Bed House with Garden in Kyuna,"Kyuna, Westlands",0,0,KYUNA; 2 Bedroom furnished cottage with a priva...,180000.0
3 Bed House with Garden in Runda,"Runda, Westlands",0,0,RUNDA; 2 Bedroom   cottage plus office to Let,110000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house to rent in runda,520000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,Executive 5 bedroom Villa for Rent in Lavington,300000.0
5 Bed House with En Suite at Kaumoni Road,"Kaumoni Road, Loresho, Westlands",0,0,5 Bedrooms,400000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house to rent in runda,580000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 bedrooms All ensuit Fully Furnished and servi...,400000.0
3 Bed Villa with En Suite in Athi River,Athi River,0,0,3 BEDROOM MASTER ENSUITE VILLAS READY TO MOVE I...,75000.0
4 Bed Townhouse with En Suite at Convent Drive,"45, Convent Drive, Lavington",0,0,This lovely townhouse is within a gated,320000.0
6 Bed House with Staff Quarters in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 6bdrm ambassadorial house to let in runda.,400000.0
3 Bed House with En Suite in Kiambu Town,Kiambu Town,0,0,🏡✨ Elegant 3-Bedroom Ensuite Home for Rent in...,75000.0
4 Bed Townhouse with Swimming Pool in Westlands Area,"Westlands Area, Westlands",0,0,4-Bedroom Corner Townhouse for rent in a Tranqu...,350000.0
2 Bed House in Karen,Karen,0,0,2bdr Karen,65000.0
6 Bed House with En Suite at Kitisuru,"Kitisuru, Kitisuru, Westlands",0,0,Luxury Living! Modern 6 Bedroom House in Kitisu...,1000000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,A perfect home in a secure gated compound,500000.0
4 Bed House in Karen Hardy,Karen Hardy,0,0,Karen kerarapon,100000.0
5 Bed Villa with En Suite at Karen,Karen,0,0,5 bedroom plus DSQ,450000.0
4 Bed Townhouse with En Suite at Hamisi Road,"45, Hamisi Road, Lavington",0,0,Townhouse to Rent in Lavington,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 Bedroom House to let in Runda,648000.0
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,5 Bedrooms To Let in Runda,375609.0
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,New listing- perfect family home,650000.0
4 Bed Townhouse with En Suite at Garden City,"Garden City, Thika Road",0,0,Exquisite 4 bedroom with Dsq to Let in Garden C...,200000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Modern 5 Bedroom ALL ensuite Townhouse plus DSQ...,250000.0
4 Bed House with En Suite in Karen,Karen,0,0,New 4 Bedroom Family homes plus DSQ in Karen ar...,500000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,A 4 bedroom  townhouse to let,450000.0
4 Bed House with En Suite at Lakeview,"Lakeview, Lower Kabete, Westlands",0,0,Stunning 4-Bedroom Residential House for Rent,500000.0
5 Bed Townhouse with En Suite in Loresho,"Loresho Nairobi, Loresho, Westlands",0,0,A 5bdrm townhouse to let in loresho.,5000.0
3 Bed House with En Suite in Kiambu Road,Kiambu Road,0,0,Exquisite 3 Bedroom Fully Furnished House - 5 S...,250000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Lavington conveniently located near lavington m...,320000.0
4 Bed Villa with En Suite in Kikambala,Kikambala,0,0,🌴 Exquisite 4-Bedroom Beachfront Villa with DS...,25000.0
5 Bed House with En Suite at Nyari Central,"Nyari, Nyari Central, Westlands",0,0,Nyari estate 5 brd all ensuite with a pool,500000.0
5 Bed House with En Suite at Westland,"Westland, Runda, Westlands",0,0,5 Bedroom Standalone  ambassadorial house To Le...,647500.0
4 Bed Villa with En Suite in Karen,Karen,0,0,Magnificent 4 Bedroom villa for rent in Karen,300000.0
4 Bed Townhouse with En Suite in Karen,Karen,0,0,New 4 Bedroom All Ensuite Townhouse For Rent in...,270000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,0,0,4 Bedroom All ensuite Townhouse + Dsq,300000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,New Luxurious 5 bedroom Ensuite Villas in Lavin...,420000.0
5 Bed House with En Suite in Karen,Karen,0,0,5 bedrooms House in One acre Gated community In...,410000.0
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",0,0,Stunning 5-Bedroom House  Ensuite + DSQ and Gar...,400000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Furnished Guest House For Rent In Runda,170000.0
4 Bed House with Backup Generator in Kiambu Road,Kiambu Road,0,0,4 bedroomed House in Kiambu road,170000.0
4 Bed House with En Suite in Karen,Karen,0,0,4 Bedroom  All ensuite House to let in Karen,350000.0
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,5 Bedrooms townhouse to let in Kitisuru,290000.0
6 Bed House with En Suite in Gigiri,"Gigiri, Westlands",0,0,6 bedroom house to rent in gigiri,450000.0
5 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 5bdrm ambassadorial house to let in runda.,4000.0
1 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Fully furnished guest wing for rent in Runda,100000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Exquisite 5 bedroom Townhouse in a Gated Commun...,900000.0
5 Bed Townhouse in Lavington,Lavington,0,0,Lavington  5 bedrooms plus dsq modern townhouse...,350000.0
5 Bed House with En Suite at Off Runda Grove,"4, Off Runda Grove, Runda, Westlands",0,0,Exclusive 5 Bedroom stand alone villa for rent...,550000.0
4 Bed Villa with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ,550000.0
4 Bed Townhouse with En Suite in Karen,Karen,0,0,New 4 Bedroom Townhouses  plus DSQ in Karen,350000.0
4 Bed Townhouse with En Suite in Syokimau,Syokimau,0,0,Furnished House To Let in Syokimau- 4 Bedroom,175000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Brand new townhouse which is a 5 bedrooms all E...,550000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,5 Bedrooms Townhouse to let along Lower Kabete,1100155.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Magnificent 5 Bedroom Townhouse To Let in Lower...,970730.0
3 Bed House with En Suite at Varsityville,"Eastern Bypass, Varsityville, Ruiru",0,0,STUNNING 2 & 3 BEDROOM HOUSES TO LET IN RUIRU K...,90000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,5 bedroom townhouse to rent in lower kabete,1070000.0
4 Bed House in Redhill,Redhill,0,0,"4 Bedrooms House For Rent In Redhill,Along Limu...",130000.0
6 Bed Townhouse with En Suite at Westland,"Westland, Loresho, Westlands",0,0,A TOWNHOUSE FOR RENT IN LORESHO,600000.0
5 Bed Villa with En Suite in Karen,Karen,0,0,5 Bedrooms Villa to let in Karen,608415.0
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,0,0,Lavington Located in a sought after a nice quie...,370000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Fully furnished 2 bedroom house for rent in run...,150000.0
5 Bed Townhouse with En Suite at Karen,Karen,0,0,5 bedroom plus DSQ,450000.0
2 Bed House with Swimming Pool at Runda,"Runda, Westlands",0,0,"2br Furnished Cottage, Runda",150000.0
5 Bed House with Staff Quarters at Gigiri,"Gigiri, Westlands",0,0,"5br House, Gigiri",360000.0
1 Bed House with En Suite at Nyari,"Nyari, Westlands",0,0,"1br Furnished, Nyari",100000.0
6 Bed Villa with En Suite at Karen,Karen,0,0,6 bedroom plus DSQ,600000.0
4 Bed House with En Suite at Karura Avenue,"Karura Avenue, Muthaiga",0,0,4 Bedrooms,765000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 BEDROOMS,830000.0
5 Bed House with En Suite at Runda Glory Road,"Runda Glory Road, Runda, Westlands",0,0,5 BEDROOMS,580000.0
5 Bed House with En Suite at Runda Glory Road,"Runda Glory Road, Runda, Westlands",0,0,5 BEDROOMS,510000.0
5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",0,0,Brand New Home for Rent in Loresho,550000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Enchanting 5 Bedrooms All Ensuite To Let in Run...,430000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Charming 5 Bedroom Townhouse To Let in Lavingto...,250000.0
4 Bed Villa with En Suite in Muthaiga,Muthaiga,0,0,"Fully Renovated Home in Old Muthaiga, Nairobi",517000.0
5 Bed Townhouse with En Suite at Off Convent Drive 44,"55, Off Convent Drive 44, Lavington",0,0,Discover elegance,280000.0
4 Bed Townhouse with En Suite in Karen Hardy,Karen Hardy,0,0,Newly built cosy homes in a compound,400000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,2 Bedroom Guest wing for rent in Runda,65000.0
4 Bed Townhouse with En Suite at Runda Kiambu Rd.,"Runda Kiambu Rd., Kiambu Road",0,0,Modern 4Bed Town House In Runda.,350000.0
4 Bed Townhouse with Swimming Pool at Ineza Estate,"Ineza Estate, Kiambu Road",0,0,4 Bedroom townhouse for rent in Ineza Estate,260000.0
4 Bed Townhouse with En Suite at Ruaka,"Near Norbrook, Ruaka, Banana, Muchatha And Banana",0,0,Ruaka - Tigoni - Limuru Road  : 4 Bedroom Townh...,110000.0
5 Bed House with En Suite at Platinum Estate,"Banana, Platinum Estate, Muchatha And Banana",0,0,RUAKA :  5 Bedroom Townhouse in a Gated Communi...,110000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,Elegant 4-Bedroom Villa For Rent Along Kiambu R...,180000.0
7 Bed Townhouse with En Suite at Nkoroi,"Off Merisho Road, Nkoroi, Ongata Rongai",0,0,5 bedroom Town House with Additional 2 bedroom...,160000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 Bedroom Townhouse to Rent in Lavington - 3KE1...,275000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,0,0,Modern 4-Bedroom Furnished Townhouse with DSQ o...,390000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Lavington in a  well secured gated community 5...,500000.0
4 Bed Townhouse with En Suite in Athi River,Athi River,0,0,Spacious 4 bedroom all ensuite townhouses with...,47500.0
4 Bed Villa with En Suite at Garden City,"Garden City, Thika Road",0,0,Exquisite 4 bedroom with Dsq to Let in Garden C...,200000.0
2 Bed Villa in Ongata Rongai,Ongata Rongai,0,0,2 Bedroom Newly Built Maissonate for Rent,35000.0
6 Bed Villa with En Suite in Loresho,"Loresho, Westlands",0,0,Brand new homes all en-suite 5 Bedroom Villas o...,650000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Exclusive 5 Bedroom House For Rent in Runda,450000.0
5 Bed Townhouse at Kiambu Road,"Kiambu Road, Kiambu Road",0,0,Kiambu road 3&4&5 bedroom +Dsq to let,180000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,2 Bedroom Furnished Guest House For Rent In Run...,150000.0
4 Bed Townhouse with En Suite at Runda Gardens,"Runda Gardens, Runda, Westlands",0,0,"4br Townhouse, Runda",260000.0
5 Bed Townhouse with En Suite at Off Convent Drive,"78, Off Convent Drive, Lavington",0,0,5 Bedroom Townhouse to Rent in Lavington,250000.0
5 Bed House with Garden in Loresho,"Loresho, Westlands",0,0,5bedrooms standalone House  in Loresho,350000.0
4 Bed Villa with En Suite in Lavington,Lavington,0,0,VILLAS,250000.0
7 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,New 7 bedroom's house for rent in kitiusuru est...,500000.0
6 Bed Townhouse with En Suite in Lavington,Lavington,0,0,🏡 Luxurious 6-Bedroom Townhouse to Let in Lavi...,320000.0
4 Bed House with Swimming Pool in Runda,"Runda, Westlands",0,0,4 Bedroom Standalone House Sitting On 1 Acre Fo...,340000.0
4 Bed Villa with En Suite in Muthaiga,Muthaiga,0,0,Luxurious duplex in a gated estate for rent,300000.0
4 Bed House in Kimuka,"Kimuka, Ngong",0,0,Ngong 4bdr rent,75000.0
3 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,A LUXURIOUS MODERN THREE BEDROOM VILLA IN A GAT...,250000.0
6 Bed House with En Suite at Off Loresho Ridge,"58, Off Loresho Ridge, Loresho, Westlands",0,0,OCCUPATION DATE 1ST FEBRUARY 2025,620000.0
4 Bed Townhouse with En Suite at Kiambu Road,"Kiambu Road, Kiambu Road",0,0,🏡 Spacious 4-Bedroom All-Ensuite Home with DSQ...,170000.0
4 Bed Townhouse with En Suite at Kenyatta Road New Rain,"Kenyatta Road New Rain, Thika Road",0,0,4bedroom maisonette,120000.0
4 Bed Townhouse with En Suite at Kileleshwa,"Kileleshwa, Kileleshwa",0,0,Town Hse 4bd all ensuite dsq pool to let in kil...,140000.0
5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Stunning secure  furnished 5 bedrooms townhouse...,400000.0
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,4 Bedroom House All En-Suite In Spring Valley,500000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,LUXURY 5-BEDROOM AMBASSADORIA HOUSE FOR RENT IN...,650000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,AMBASSADORAIL 5-BEDROOM HOUSE FOR RENT IN RUNDA...,600000.0
2 Bed Townhouse with Swimming Pool in Karen,Karen,0,0,2 brm furnished house  in karen,160000.0
6 Bed Townhouse with Swimming Pool in Karen,Karen,0,0,6 bedroom  townhouse to let in karen,550000.0
5 Bed House with En Suite at Off Ruaka Road,"43, Off Ruaka Road, Runda, Westlands",0,0,Runda,350000.0
5 Bed Townhouse with En Suite at Convent Drive,"88, Convent Drive, Lavington",0,0,classic charm in this distinguished 5-bedroom t...,550000.0
5 Bed Villa with En Suite at Convent Drive,"89R, Convent Drive, Lavington",0,0,Discover the allure of classic charm in this di...,550000.0
5 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,A SPACIOUS 4BR HOUSE TO LET IN EDENVILLE,150000.0
6 Bed Villa with Swimming Pool in Kitisuru,"Kitisuru, Westlands",0,0,6 brm house to let in kitisuru,1000000.0
4 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",0,0,ONGATA RONGAI  - Rimpa : 4 Bedroom Cottage Home...,65000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,0,0,5 Bedroom with DSQ townhouse - To Let,380000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Lavington - 5 Bedroom townhouse with DSQ – To L...,500000.0
5 Bed House with En Suite at Runda Grove,"67, Runda Grove, Runda, Westlands",0,0,5 Bedroom House To Rent in Runda,650000.0
5 Bed House with En Suite at Runda,"67, Runda, Westlands",0,0,5 bedroom House To Rent in Runda,400000.0
3 Bed House with En Suite at Rimpa Area,"Off Magadi Road, Rimpa Area, Ongata Rongai",0,0,Ongata Rongai - Rimpa Area : 3 Bedroom Townhous...,45000.0
4 Bed Villa with En Suite at Runda Riviera,"2, Runda Riviera, Runda, Westlands",0,0,Exquisite 4 Bedroom ultra modern duplex apartme...,390000.0
5 Bed Villa with En Suite at Off Kyuna Rd,"1, Off Kyuna Rd, Kyuna, Westlands",0,0,Exclusive brand new 5 Bedroom villa for rent in...,600000.0
7 Bed Villa with En Suite at Karen,Karen,0,0,Ambassadorial 7 bedroom furnished to let per mo...,1000000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,A STUNNING FOUR BEDROOM VILLA IN A COMMUNITY,180000.0
3 Bed Villa with En Suite at Vipingo,Vipingo,0,0,FULLY FURNISHED MAISONETTE FOR THE HOLIDAYS(DAI...,20000.0
3 Bed Villa with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",0,0,ELEGANT 3 BEDROOM VILLA TO LET  IN FOURWAYS JUN...,130000.0
4 Bed House with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",0,0,4 BEDROOM VILLA TO LET IN FOURWAYS JUNCTION,170000.0
5 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",0,0,Ring Road Maisonette to Let,250000.0
3 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,Runda Townhouses,290000.0
2 Bed House with En Suite at Bondeni,"Bondeni, Mombasa Cbd, Mombasa Island",0,0,2  Bedroom house to Let on the 2nd row,40000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Lavington in a well secured gated community hig...,600000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,Lavington exquisite 5 bedroom villa to let at K...,600000.0
